"Trx
 No",Plaza No (Exit),Lane No (Exit),"Entry
Plaza","Job
No","Transaction 
Date & Time",Trx,AVC,"Payment
Mode","Fare 
Amount
(RM)","Account
Type",Mfg No/Tag ID,Vehicle No,"Paid 
Amount
(RM)","Penalty
Code",Balance,Exceptional
78,201,K03,204,3,1/10/2025 3:57,1,1,RFID,13.5,3,E280110520007349C5C00A55,JRE47,13.5,,96.73,
79,201,K03,204,3,1/10/2025 4:08,1,1,RFID,13.5,3,E280110520007243CA530A55,NDE5453,13.5,,37.21,
80,201,K03,204,3,1/10/2025 4:22,1,1,RFID,13.5,3,E280110520007842E9660ACC,QRT4685,13.5,,"2,170.71",
81,201,K03,204,3,1/10/2025 4:24,1,1,RFID,13.5,3,E2806F12200069023E986002,VKL6840,13.5,,76.21,
82,201,K03,202,3,1/10/2025 4:43,1,1,RFID,4.5,3,E2806F122000920241506C66,ANN6225,4.5,,176.48,
83,201,K03,203,3,1/10/2025 4:48,1,1,RFID,9.2,3,E280110520007546E78809ED,BQB8995,9.2,,70.8,
84,201,K03,202,3,1/10/2025 5:04,1,1,RFID,4.5,3,E2806F12200051023E9BF6DE,U40123,4.5,,75.5,
86,201,K03,204,3,1/10/2025 5:18,1,1,RFID,13.5,3,E280110520007B14E24E0A55,JUT3981,13.5,,49.1,
87,201,K03,202,3,1/10/2025 5:25,1,1,RFID,4.5,3,E280110520007112C9C00A55,WXY6774,4.5,,15.89,
88,201,K03,203,3,1/10/2025 5:30,1,1,RFID,9.2,3,E280110520007B15CD8C0A55,VAG7886,9.2,,104.42,
89,201,K03,204,3,1/10/2025 5:32,1,1,RFID,13.5,3,E28011052000799DE8890ACC,BQD8038,13.5,,208.25,
90,201,K03,202,3,1/10/2025 5:41,1,1,RFID,4.5,3,E2801105200074553F3409A4,JPR3030,4.5,,75.5,
91,201,K03,202,3,1/10/2025 5:49,1,1,RFID,4.5,3,E280110520007311CA2A0A55,JPV462,4.5,,75.5,
92,201,K03,203,3,1/10/2025 5:59,1,1,RFID,9.2,3,E2806F122000D40241333C01,VEY6533,9.2,,197.61,
1,201,K03,202,1,1/10/2025 6:00,1,1,RFID,4.5,3,E2806F1220002C024223D028,JYE6840,4.5,,302.84,
2,201,K03,202,1,1/10/2025 6:04,1,1,RFID,4.5,3,E28011052000724AC6BF0A55,JMG7565,4.5,,13.28,
3,201,K03,202,1,1/10/2025 6:20,1,1,RFID,4.5,3,E2806F1220007F024223D720,JRW6465,4.5,,19.49,
4,201,K03,202,1,1/10/2025 6:22,1,1,RFID,4.5,3,E28011052000779CE15B0A55,JWE2025,4.5,,13.38,
5,201,K03,202,1,1/10/2025 6:22,1,1,RFID,4.5,3,E2003412013201000637F228,VV8813,4.5,,75.5,
6,201,K03,202,1,1/10/2025 6:27,1,1,RFID,4.5,3,E2806F122000C5024132BFFE,DDC2216,4.5,,111.27,
7,201,K03,204,1,1/10/2025 6:27,1,1,RFID,13.5,3,E2806F122000570241210A11,JVM2329,13.5,,283.08,
8,201,K03,203,1,1/10/2025 6:29,1,1,RFID,9.2,3,E280110520007AD1C8410A55,AMC3653,9.2,,246.89,
9,201,K03,202,1,1/10/2025 6:29,1,1,RFID,4.5,3,E28011052000709DE8E70ACC,JQM3225,4.5,,100.46,
10,201,K03,202,1,1/10/2025 6:29,1,1,RFID,4.5,3,E2806F122000B8023E98CE6A,JRM2151,4.5,,133.31,
11,201,K03,202,1,1/10/2025 6:31,1,1,RFID,4.5,3,E2806F1220003802424EFC2E,JXY8218,4.5,,219.75,
12,201,K03,202,1,1/10/2025 6:31,1,1,RFID,4.5,3,E280110520007943E1D30A55,JSJ798,4.5,,52.67,
13,201,K03,202,1,1/10/2025 6:32,1,1,RFID,4.5,3,E2806F12200059024133A724,VLC9037,4.5,,635.27,
14,201,K03,202,1,1/10/2025 6:32,1,1,RFID,4.5,3,E28011052000739CA3F709ED,JSA6308,4.5,,119,
15,201,K03,202,1,1/10/2025 6:33,1,1,RFID,4.5,3,E2806F1220007902412281F5,JTS4482,4.5,,75.5,
16,201,K03,202,1,1/10/2025 6:38,1,1,RFID,4.5,3,E2806F12200067024146DF78,JMD7754,4.5,,96.05,
17,201,K03,202,1,1/10/2025 6:39,1,1,RFID,4.5,3,E2806F1220004002424ABC77,TDD4974,4.5,,101.65,
18,201,K03,203,1,1/10/2025 6:40,1,1,RFID,9.2,3,E2806F1220004D0241223741,JXM8687,9.2,,86.47,
19,201,K03,202,1,1/10/2025 6:41,1,1,RFID,4.5,3,E28011052000725A0C260A5A,PLA6082,4.5,,75.5,
20,201,K03,202,1,1/10/2025 6:42,1,1,RFID,4.5,3,E2806F1220004102413B2841,JYD5812,4.5,,354.94,
21,201,K03,202,1,1/10/2025 6:42,1,1,RFID,4.5,3,E2806F122000C9023AE2162E,KGC2426,4.5,,57.46,
22,201,K03,202,1,1/10/2025 6:46,1,1,RFID,4.5,3,E280110520007445FA380ACE,JST7166,4.5,,75.5,
23,201,K03,202,1,1/10/2025 6:47,1,1,RFID,4.5,3,E280110520007993E98C0ACC,JTL1155,4.5,,142.76,
24,201,K03,202,1,1/10/2025 6:47,1,1,RFID,4.5,3,E2806F1220009002414703E5,JWE8399,4.5,,247.76,
25,201,K03,202,1,1/10/2025 6:48,1,1,RFID,4.5,3,E280110520007992E29D0A55,JRB9119,4.5,,292.8,
26,201,K03,202,1,1/10/2025 6:48,1,1,RFID,4.5,3,E280110520007959E2460A55,JUH2339,4.5,,75.5,
27,201,K03,202,1,1/10/2025 6:49,1,1,RFID,4.5,3,E2806F1220001B0241333D9C,JXM1265,4.5,,"3,785.03",
28,201,K03,202,1,1/10/2025 6:50,1,1,RFID,4.5,3,E2806F12200003023E852F9A,JWC5777,4.5,,85.65,
29,201,K03,202,1,1/10/2025 6:51,1,1,RFID,4.5,3,E2801105200072CE72A00ADF,JWN838,4.5,,890.85,
30,201,K03,203,1,1/10/2025 6:52,1,1,RFID,9.2,3,E2806F122000EF023E98EDF3,JWV2838,9.2,,60.32,
31,201,K03,202,1,1/10/2025 6:52,1,1,RFID,4.5,3,E2806F12200064024121474B,JRU9860,4.5,,75.5,
32,201,K03,202,1,1/10/2025 6:53,1,1,RFID,4.5,3,E28011052000788D0CC70A5A,JJB8683,4.5,,75.5,
33,201,K03,202,1,1/10/2025 6:54,1,1,RFID,4.5,3,E280110520007B0CE7A309ED,PNN5561,4.5,,708.1,
34,201,K03,202,1,1/10/2025 6:56,1,1,RFID,4.5,3,E28011052000784CC86A0A55,JSW5742,4.5,,131.23,
35,201,K03,202,1,1/10/2025 6:56,1,1,RFID,4.5,3,E28011052000729DE7960ACC,JTA5574,4.5,,93.4,
36,201,K03,202,1,1/10/2025 6:56,1,1,RFID,4.5,3,E280110520007292CCE90A55,JNV6111,4.5,,75.5,
37,201,K03,202,1,1/10/2025 6:57,1,1,RFID,4.5,3,E2806F122000E0023E986082,QTT93,4.5,,155.59,
38,201,K03,202,1,1/10/2025 6:57,1,1,RFID,4.5,3,E280110520007452E1200A55,JVG8913,4.5,,815.19,
39,201,K03,202,1,1/10/2025 6:58,1,1,RFID,4.5,3,E2806F1220008E02424EEFDE,JXJ7661,4.5,,483.3,
40,201,K03,202,1,1/10/2025 6:58,1,1,RFID,4.5,3,E28011052000779BE7D50ACC,JVY9151,4.5,,55.37,
41,201,K03,202,1,1/10/2025 6:59,1,1,RFID,4.5,3,E2801105200072C2B8DA0AD1,JSD8202,4.5,,145.77,
42,201,K03,202,1,1/10/2025 6:59,1,1,RFID,4.5,3,E2806F1220007702424F9126,JRD911,4.5,,99.66,
43,201,K03,202,1,1/10/2025 7:00,1,1,RFID,4.5,3,E280110520007B01E7BB0ACC,PLM5832,4.5,,495.47,
44,201,K03,203,1,1/10/2025 7:00,1,1,RFID,9.2,3,E2806F122000FB024245269C,JYC7638,9.2,,70.8,
45,201,K03,202,1,1/10/2025 7:01,1,1,RFID,4.5,3,E280110520007A5AB8E70AD1,WXG9389,4.5,,423.62,
46,201,K03,202,1,1/10/2025 7:02,1,1,RFID,4.5,3,E280110520007ADEE16E0A55,RAC4084,4.5,,0.41,
47,201,K03,203,1,1/10/2025 7:02,1,1,RFID,9.2,3,E2806F1220003C02424E9B71,JYD2650,9.2,,62,
48,201,K03,202,1,1/10/2025 7:02,1,1,RFID,4.5,3,E28011052000744BF9990ACE,JEG1933,4.5,,75.5,
49,201,K03,204,1,1/10/2025 7:03,1,1,RFID,13.5,3,E280110520007755C95D0A55,JRF9091,13.5,,66.5,
50,201,K03,202,1,1/10/2025 7:04,1,1,RFID,4.5,3,E280110520007855F5E40AD3,JWP6138,4.5,,75.5,
51,201,K03,202,1,1/10/2025 7:04,1,1,RFID,4.5,3,E2806F122000CA02424F877B,JMN7288,4.5,,57.47,
52,201,K03,202,1,1/10/2025 7:05,1,1,RFID,4.5,3,E280110520007512E7680ACC,JSE5142,4.5,,75.5,
53,201,K03,202,1,1/10/2025 7:05,1,1,RFID,4.5,3,E2801105200076433FA709A4,JRE9639,4.5,,75.5,
54,201,K03,203,1,1/10/2025 7:05,1,1,RFID,9.2,3,E28011052000788CE9330ACC,VJX449,9.2,,70.8,
55,201,K03,202,1,1/10/2025 7:07,1,1,RFID,4.5,3,E2806F1220000102413AA229,JPY201,4.5,,287.06,
56,201,K03,204,1,1/10/2025 7:07,1,1,RFID,13.5,3,E280110520007B8EE8E90ACC,SD3361V,13.5,,176.38,
57,201,K03,202,1,1/10/2025 7:07,1,1,RFID,4.5,3,E2801105200075124314097F,JRA534,4.5,,627.54,
58,201,K03,202,1,1/10/2025 7:08,1,1,RFID,4.5,3,E280110520007549C5850A55,JWG7521,4.5,,75.5,
59,201,K03,202,1,1/10/2025 7:08,1,1,RFID,4.5,3,E2801105200074CDC8BE0A55,JVA2590,4.5,,108.32,
60,201,K03,202,1,1/10/2025 7:08,1,1,RFID,4.5,3,E28011052000735BE2ED0A55,VER3803,4.5,,75.5,
61,201,K03,202,1,1/10/2025 7:08,1,1,RFID,4.5,3,E2003412012C200000250D04,JWR1004,4.5,,75.5,
62,201,K03,202,1,1/10/2025 7:09,1,1,RFID,4.5,3,E280110520007155C98F0A55,JTU9913,4.5,,"2,863.44",
63,201,K03,202,1,1/10/2025 7:09,1,1,RFID,4.5,3,E2801105200070D9E1450A55,JTF3820,4.5,,75.5,
64,201,K03,202,1,1/10/2025 7:10,1,1,RFID,4.5,3,E2003412012D010004E290D7,JSN5007,4.5,,75.5,
65,201,K03,202,1,1/10/2025 7:10,1,1,RFID,4.5,3,E28011052000791619C90A56,VFG8736,4.5,,75.5,
66,201,K03,203,1,1/10/2025 7:10,1,1,RFID,9.2,3,E2806F1220008402424E4DD6,JXQ8020,9.2,,58.86,
67,201,K03,203,1,1/10/2025 7:11,1,1,RFID,9.2,3,E280110520007B05F4AE0ACE,JWM7554,9.2,,70.8,
68,201,K03,202,1,1/10/2025 7:11,1,1,RFID,4.5,3,E2806F12200039023E9C4BF6,ANL688,4.5,,"1,211.83",
69,201,K03,202,1,1/10/2025 7:11,1,1,RFID,4.5,3,E280110520007844F91A0ACE,VNV2763,4.5,,75.5,
70,201,K03,203,1,1/10/2025 7:12,1,1,RFID,9.2,3,E2806F122000C202413074AA,PRS3110,9.2,,70.8,
71,201,K03,202,1,1/10/2025 7:12,1,1,RFID,4.5,3,E280110520007B12E8490ACC,JWJ5733,4.5,,886.28,
72,201,K03,202,1,1/10/2025 7:13,1,1,RFID,4.5,3,E2806F122000EF023E988FDA,WB9714H,4.5,,77.1,
73,201,K03,202,1,1/10/2025 7:14,1,1,RFID,4.5,3,E2806F1220005B02412D1F31,JXB2997,4.5,,113.9,
74,201,K03,202,1,1/10/2025 7:14,1,1,RFID,4.5,3,E2801105200076D3E9290ACC,JWR3147,4.5,,180.83,
75,201,K03,203,1,1/10/2025 7:15,1,1,RFID,9.2,3,E280110520007955E9740ACC,JUX3535,9.2,,70.8,
76,201,K03,202,1,1/10/2025 7:15,1,1,RFID,4.5,3,E28011052000739AC8BF0A55,JRF7350,4.5,,75.5,
77,201,K03,203,1,1/10/2025 7:15,1,1,RFID,9.2,3,E280110520007445FA5C0ACE,JVY3429,9.2,,13.22,
78,201,K03,203,1,1/10/2025 7:15,1,1,RFID,9.2,3,E280110520007992C88E0A55,JUA9185,9.2,,70.8,
79,201,K03,202,1,1/10/2025 7:15,1,1,RFID,4.5,3,E2806F122000EF0241509DC1,JXN9209,4.5,,324.9,
80,201,K03,204,1,1/10/2025 7:16,1,1,RFID,13.5,3,E28011052000798BC9710A55,VAU8012,13.5,,66.5,
81,201,K03,202,1,1/10/2025 7:16,1,1,RFID,4.5,3,E2801105200075593F6609A4,JPX368,4.5,,250.41,
82,201,K03,202,1,1/10/2025 7:16,1,1,RFID,4.5,3,E20034120130200000254DDD,VHQ7003,4.5,,75.5,
83,201,K03,202,1,1/10/2025 7:17,1,1,RFID,4.5,3,E2806F1220002802423B5726,BJ23,4.5,,"1,496.60",
84,201,K03,202,1,1/10/2025 7:17,1,1,RFID,4.5,3,E28011052000765DE7E70ACC,JLT2864,4.5,,75.5,
85,201,K03,204,1,1/10/2025 7:17,1,1,RFID,13.5,3,E2806F122000C9023E85EAE1,JSH2842,13.5,,8.39,
86,201,K03,203,1,1/10/2025 7:17,1,1,RFID,9.2,3,E280110520007ADDE2E20A55,JNY3348,9.2,,265.5,
87,201,K03,202,1,1/10/2025 7:18,1,1,RFID,4.5,3,E2806F122000A8024122458C,QAB7063J,4.5,,75.5,
88,201,K03,202,1,1/10/2025 7:18,1,1,RFID,4.5,3,E2806F12200066024244053E,JYA1983,4.5,,76.48,
89,201,K03,202,1,1/10/2025 7:18,1,1,RFID,4.5,3,E280110520007A8419A60A56,JPM5423,4.5,,75.5,
90,201,K03,202,1,1/10/2025 7:19,1,1,RFID,4.5,3,E2806F1220009D02424E60A5,CER525,4.5,,256.32,
91,201,K03,202,1,1/10/2025 7:20,1,1,RFID,4.5,3,E2806F1220008602412D3D43,JUM4174,4.5,,80.54,
92,201,K03,202,1,1/10/2025 7:20,1,1,RFID,4.5,3,E280110520007A5AE24C0A55,JRC6134,4.5,,26.07,
93,201,K03,203,1,1/10/2025 7:20,1,1,RFID,9.2,3,E2801105200078C2E7C70ACC,JVV8849,9.2,,114.12,
94,201,K03,202,1,1/10/2025 7:21,1,1,RFID,4.5,3,E2806F1220004C0242447844,ANT9293,4.5,,154.5,
95,201,K03,202,1,1/10/2025 7:21,1,1,RFID,4.5,3,E2806F122000FD023AE2128D,VPJ3181,4.5,,132.89,
96,201,K03,203,1,1/10/2025 7:21,1,1,RFID,9.2,3,E28011052000750CC6C30A55,JGA13,9.2,,492.35,
97,201,K03,202,1,1/10/2025 7:21,1,1,RFID,4.5,3,E2801105200072D3E2420A55,WTV63,4.5,,27.56,
98,201,K03,202,1,1/10/2025 7:22,1,1,RFID,4.5,3,E280110520007AD13F5E09A4,JNF7891,4.5,,"1,001.00",
99,201,K03,203,1,1/10/2025 7:22,1,1,RFID,9.2,3,E2801105200078CDF9020ACE,WB2826R,9.2,,282.65,
100,201,K03,203,1,1/10/2025 7:22,1,1,RFID,9.2,3,E2806F122000D002424FB125,JRN6359,9.2,,70.8,
101,201,K03,202,1,1/10/2025 7:23,1,1,RFID,4.5,3,E28011052000738AFA3F0ACE,RJ2279,4.5,,3.6,
102,201,K03,202,1,1/10/2025 7:24,1,1,RFID,4.5,3,E28011052000798BE7E60ACC,JNW4994,4.5,,90.71,
103,201,K03,202,1,1/10/2025 7:24,1,1,RFID,4.5,3,E28011052000734AE7CF0ACC,JVQ6555,4.5,,75.5,
104,201,K03,202,1,1/10/2025 7:24,1,1,RFID,4.5,3,E2806F122000F702415084E7,JXE2860,4.5,,102.63,
105,201,K03,202,1,1/10/2025 7:24,1,1,RFID,4.5,3,E280110520007502F9880ACE,M3827M,4.5,,467.08,
106,201,K03,202,1,1/10/2025 7:25,1,1,RFID,4.5,3,E2806F12200044023E85A3F4,CCV5413,4.5,,849.71,
107,201,K03,202,1,1/10/2025 7:25,1,1,RFID,4.5,3,E28011052000739B9D220A1C,JVT3488,4.5,,75.5,
108,201,K03,202,1,1/10/2025 7:26,1,1,RFID,4.5,3,E2801105200070C9C95A0A55,JLG9159,4.5,,113.19,
109,201,K03,204,1,1/10/2025 7:26,1,1,RFID,13.5,3,E280110520007155C71E0A55,JTT648,13.5,,66.5,
110,201,K03,202,1,1/10/2025 7:26,1,1,RFID,4.5,3,E280110520007791E8BA0ACC,JDU58,4.5,,743.54,
111,201,K03,202,1,1/10/2025 7:27,1,1,RFID,4.5,3,E2801105200078C9CD8B0A55,MCM9435,4.5,,119.94,
112,201,K03,203,1,1/10/2025 7:27,1,1,RFID,9.2,3,E2003412012C20000025257D,JMU8722,9.2,,70.8,
113,201,K03,202,1,1/10/2025 7:27,1,1,RFID,4.5,3,E280110520007042B8D80AD1,JTK1076,4.5,,75.5,
114,201,K03,202,1,1/10/2025 7:28,1,1,RFID,4.5,3,E280110520007A53F5E10AD3,PATRIOT896,4.5,,869.82,
115,201,K03,202,1,1/10/2025 7:28,1,1,RFID,4.5,3,E2801105200073159D900A1C,QAA8520R,4.5,,111.06,
116,201,K03,202,1,1/10/2025 7:28,1,1,RFID,4.5,3,E2806F12200093024150CFDF,YY7708,4.5,,90.5,
117,201,K03,203,1,1/10/2025 7:28,1,1,RFID,9.2,3,E28011052000708D0F5609DB,JQK6306,9.2,,70.8,
118,201,K03,202,1,1/10/2025 7:28,1,1,RFID,4.5,3,E280110520007399CA000A55,JSH7737,4.5,,482.02,
119,201,K03,202,1,1/10/2025 7:28,1,1,RFID,4.5,3,E2806F1220002402424F7787,JTE3138,4.5,,75.5,
120,201,K03,203,1,1/10/2025 7:29,1,1,RFID,9.2,3,E2806F1220009102412D8DE8,RAA7767,9.2,,70.8,
121,201,K03,203,1,1/10/2025 7:30,1,1,RFID,9.2,3,E28011052000725AE2540A55,JTP8810,9.2,,61.46,
122,201,K03,202,1,1/10/2025 7:30,1,1,RFID,4.5,3,E2806F122000A9024133897D,VX2932,4.5,,75.5,
123,201,K03,202,1,1/10/2025 7:31,1,1,RFID,4.5,3,E2806F1220007B02424EE3DD,JXP2556,4.5,,75.5,
124,201,K03,202,1,1/10/2025 7:31,1,1,RFID,4.5,3,E280110520007895A7DA0AD1,JRK1104,4.5,,83.99,
125,201,K03,202,1,1/10/2025 7:31,1,1,RFID,4.5,3,E28011052000738CE8FB0ACC,JMJ6035,4.5,,736.8,
126,201,K03,202,1,1/10/2025 7:32,1,1,RFID,4.5,3,E2806F12200092024132BC87,FG7769,4.5,,54.92,
127,201,K03,202,1,1/10/2025 7:32,1,1,RFID,4.5,3,E2806F1220008602424E9941,JNP60,4.5,,394.81,
128,201,K03,202,1,1/10/2025 7:32,1,1,RFID,4.5,3,E2806F1220008B02413B19F8,JST9138,4.5,,80.69,
129,201,K03,202,1,1/10/2025 7:32,1,1,RFID,4.5,3,E2801105200078C2E16A0A55,JTQ5085,4.5,,722.91,
130,201,K03,202,1,1/10/2025 7:32,1,1,RFID,4.5,3,E280110520007B8CC95C0A55,JVH3329,4.5,,75.5,
131,201,K03,203,1,1/10/2025 7:33,1,1,RFID,9.2,3,E280110520007B9372B80ADF,JWR5561,9.2,,397.93,
132,201,K03,203,1,1/10/2025 7:34,1,1,RFID,9.2,3,E28011052000738BE9930ACC,JNC7337,9.2,,468.76,
133,201,K03,202,1,1/10/2025 7:35,1,1,RFID,4.5,3,E2003412012E0200065DFC69,JQM6492,4.5,,75.5,
134,201,K03,202,1,1/10/2025 7:35,1,1,RFID,4.5,3,E2806F122000180241224DE5,JJN72,4.5,,136.53,
135,201,K03,204,1,1/10/2025 7:35,1,1,RFID,13.5,3,E280110520007253E2FA0A55,SYY9521,13.5,,171.11,
136,201,K03,202,1,1/10/2025 7:35,1,1,RFID,4.5,3,E2806F12200009023E84E8BB,NEC681,4.5,,95.93,
137,201,K03,202,1,1/10/2025 7:35,1,1,RFID,4.5,3,E2806F122000D9024244BB87,MEC461,4.5,,30.56,
138,201,K03,202,1,1/10/2025 7:36,1,1,RFID,4.5,3,E28011052000714AE2A10A55,JPC2283,4.5,,51.42,
139,201,K03,202,1,1/10/2025 7:36,1,1,RFID,4.5,3,E2806F12200050024150C8E7,JXE9441,4.5,,75.5,
140,201,K03,202,1,1/10/2025 7:37,1,1,RFID,4.5,3,E280110520007A51F5E10AD3,JXJ9069,4.5,,269.6,
141,201,K03,204,1,1/10/2025 7:37,1,1,RFID,13.5,3,E280110520007902E1C20A55,KDM6910,13.5,,19.85,
142,201,K03,202,1,1/10/2025 7:37,1,1,RFID,4.5,3,E28011052000765ACAE90A55,ALT5138,4.5,,222.5,
143,201,K03,202,1,1/10/2025 7:37,1,1,RFID,4.5,3,E2806F1220006A023E9C89AB,JXM9122,4.5,,44.79,
144,201,K03,203,1,1/10/2025 7:37,1,1,RFID,9.2,3,E2806F122000E302412145C7,MEC7778,9.2,,55.57,
145,201,K03,202,1,1/10/2025 7:38,1,1,RFID,4.5,3,E280110520007049E8080ACC,JJD192,4.5,,111.58,
146,201,K03,203,1,1/10/2025 7:38,1,1,RFID,9.2,3,E2806F1220000E02423B22D3,JQG8311,9.2,,345.22,
147,201,K03,202,1,1/10/2025 7:38,1,1,RFID,4.5,3,E2801105200072C4C95C0A55,JNP3405,4.5,,75.5,
148,201,K03,202,1,1/10/2025 7:38,1,1,RFID,4.5,3,E2806F1220007102415098E8,VHN5984,4.5,,75.5,
149,201,K03,203,1,1/10/2025 7:38,1,1,RFID,9.2,3,E2806F122000A402412D5681,JYC8301,9.2,,70.8,
150,201,K03,202,1,1/10/2025 7:38,1,1,RFID,4.5,3,E20034120135200000253BD3,JWU7449,4.5,,75.5,
151,201,K03,202,1,1/10/2025 7:39,1,1,RFID,4.5,3,E2806F12200096023E98FE99,JSP1813,4.5,,122.76,
152,201,K03,202,1,1/10/2025 7:39,1,1,RFID,4.5,3,E2806F1220000C024244D8EF,JXS7865,4.5,,306.43,
153,201,K03,202,1,1/10/2025 7:39,1,1,RFID,4.5,3,E28011052000771D19180A56,JRN1748,4.5,,75.5,
154,201,K03,202,1,1/10/2025 7:40,1,1,RFID,4.5,3,E28011052000769AE78B0ACC,QAB9655F,4.5,,75.5,
155,201,K03,202,1,1/10/2025 7:40,1,1,RFID,4.5,3,E2806F122000DA023EB0FCE4,VLW2448,4.5,,75.5,
156,201,K03,202,1,1/10/2025 7:40,1,1,RFID,4.5,3,E2806F12200004024121FFC9,JWU969,4.5,,191.23,
157,201,K03,202,1,1/10/2025 7:40,1,1,RFID,4.5,3,E2806F122000060241470616,JXN4573,4.5,,169.58,
158,201,K03,202,1,1/10/2025 7:40,1,1,RFID,4.5,3,E2806F1220009F024132FA3C,JPG187,4.5,,87.34,
159,201,K03,202,1,1/10/2025 7:41,1,1,RFID,4.5,3,E2806F122000B1023E85ABEB,VJ8652,4.5,,75.5,
160,201,K03,202,1,1/10/2025 7:41,1,1,RFID,4.5,3,E280110520007392C8B80A55,VGX4340,4.5,,75.5,
161,201,K03,202,1,1/10/2025 7:41,1,1,RFID,4.5,3,E2806F12200038024122BD5A,JWM400,4.5,,75.5,
162,201,K03,203,1,1/10/2025 7:41,1,1,RFID,9.2,3,E2801105200074DA0C070A5A,JQR8158,9.2,,199.76,
163,201,K03,202,1,1/10/2025 7:41,1,1,RFID,4.5,3,E280110520007281A41F09ED,JNM531,4.5,,10.99,
164,201,K03,202,1,1/10/2025 7:42,1,1,RFID,4.5,3,E2806F122000C7024224A8BA,JEE50,4.5,,1.22,
165,201,K03,202,1,1/10/2025 7:42,1,1,RFID,4.5,3,E2806F122000610241316253,RAV7299,4.5,,75.5,
166,201,K03,202,1,1/10/2025 7:42,1,1,RFID,4.5,3,E200341201581D00055A27BE,JRP3910,4.5,,75.5,
167,201,K03,202,1,1/10/2025 7:42,1,1,RFID,4.5,3,E2806F12200070024146DDC4,JWE7161,4.5,,96.54,
168,201,K03,202,1,1/10/2025 7:42,1,1,RFID,4.5,3,E28011052000729ECCB70A55,JNR4034,4.5,,75.5,
169,201,K03,202,1,1/10/2025 7:43,1,1,RFID,4.5,3,E280110520007105E1770A55,JUR5418,4.5,,5.46,
170,201,K03,202,1,1/10/2025 7:43,1,1,RFID,4.5,3,E28011052000799AC5030A55,JQX200,4.5,,243.61,
171,201,K03,203,1,1/10/2025 7:43,1,1,RFID,9.2,3,E2806F122000FD02412172F3,JWA1065,9.2,,15.03,
